Dates,MaxTemp,MinTemp,Precipitation,Snowfall,Snowdepth,MaxTscore,MinTscore,TotalTscore,SnowFscore,SnowDscore,TotalSscore,AWSSIscore,AccumTscore,AccumSscore,AccumAWSSI
19-Aug-1899,99,61,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Aug-1899,96,66,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Aug-1899,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Aug-1899,90,59,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug-1899,90,52,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Aug-1899,92,59,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Aug-1899,90,60,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Aug-1899,84,57,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Aug-1899,91,58,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Aug-1899,86,57,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Aug-1899,91,59,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Aug-1899,93,56,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Aug-1899,90,65,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Sep-1899,85,67,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Sep-1899,89,66,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Sep-1899,88,62,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Sep-1899,78,48,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Sep-1899,91,57,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Sep-1899,77,58,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Sep-1899,96,58,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Sep-1899,77,60,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Sep-1899,74,49,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Sep-1899,70,47,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Sep-1899,77,51,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Sep-1899,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Sep-1899,68,41,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Sep-1899,67,33,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep-1899,75,36,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-1899,91,48,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Sep-1899,91,62,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Sep-1899,66,54,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Sep-1899,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Sep-1899,66,47,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Sep-1899,68,36,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Sep-1899,65,47,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Sep-1899,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Sep-1899,68,49,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Sep-1899,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Sep-1899,47,38,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Sep-1899,61,31,0,0,0,0,1,1,0,0,0,1,0,0,0
28-Sep-1899,60,44,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Sep-1899,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep-1899,47,27,0,0,0,0,1,1,0,0,0,1,0,0,0
01-Oct-1899,55,21,0,0,0,0,2,2,0,0,0,2,0,0,0
02-Oct-1899,59,31,0,0,0,0,1,1,0,0,0,1,0,0,0
03-Oct-1899,74,37,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Oct-1899,63,44,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Oct-1899,68,37,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Oct-1899,69,31,0,0,0,0,1,1,0,0,0,1,0,0,0
07-Oct-1899,65,37,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Oct-1899,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Oct-1899,67,38,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Oct-1899,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Oct-1899,70,57,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Oct-1899,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Oct-1899,82,54,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Oct-1899,82,54,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Oct-1899,84,51,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Oct-1899,81,54,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Oct-1899,71,49,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Oct-1899,63,38,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Oct-1899,53,40,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Oct-1899,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Oct-1899,56,32,0,0,0,0,1,1,0,0,0,1,0,0,0
22-Oct-1899,70,38,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Oct-1899,82,53,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct-1899,77,53,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Oct-1899,77,49,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Oct-1899,76,52,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Oct-1899,57,48,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Oct-1899,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Oct-1899,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Oct-1899,62,33,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Oct-1899,57,37,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Nov-1899,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Nov-1899,40,32,0,0,0,0,1,1,0,0,0,1,0,0,0
03-Nov-1899,36,30,0,0,0,0,1,1,0,0,0,1,0,0,0
04-Nov-1899,47,32,0,1,0,0,1,1,2,0,2,3,1,2,3
05-Nov-1899,45,29,0,0,0,0,1,1,0,0,0,1,2,2,4
06-Nov-1899,50,28,0,0,0,0,1,1,0,0,0,1,3,2,5
07-Nov-1899,53,26,0,0,0,0,1,1,0,0,0,1,4,2,6
08-Nov-1899,49,28,0,0,0,0,1,1,0,0,0,1,5,2,7
09-Nov-1899,60,33,0,0,0,0,0,0,0,0,0,0,5,2,7
10-Nov-1899,51,40,0,0,0,0,0,0,0,0,0,0,5,2,7
11-Nov-1899,43,33,0,0,0,0,0,0,0,0,0,0,5,2,7
12-Nov-1899,40,25,0,0,0,0,1,1,0,0,0,1,6,2,8
13-Nov-1899,46,29,0,0,0,0,1,1,0,0,0,1,7,2,9
14-Nov-1899,44,36,0,0,0,0,0,0,0,0,0,0,7,2,9
15-Nov-1899,48,41,0,0,0,0,0,0,0,0,0,0,7,2,9
16-Nov-1899,54,40,0,0,0,0,0,0,0,0,0,0,7,2,9
17-Nov-1899,58,38,0,0,0,0,0,0,0,0,0,0,7,2,9
18-Nov-1899,63,48,0,0,0,0,0,0,0,0,0,0,7,2,9
19-Nov-1899,53,36,0,0,0,0,0,0,0,0,0,0,7,2,9
20-Nov-1899,56,32,0,0,0,0,1,1,0,0,0,1,8,2,10
21-Nov-1899,57,32,0,0,0,0,1,1,0,0,0,1,9,2,11
22-Nov-1899,52,39,0,0,0,0,0,0,0,0,0,0,9,2,11
23-Nov-1899,41,35,0,0,0,0,0,0,0,0,0,0,9,2,11
24-Nov-1899,40,29,0,0,0,0,1,1,0,0,0,1,10,2,12
25-Nov-1899,43,34,0,0,0,0,0,0,0,0,0,0,10,2,12
26-Nov-1899,49,30,0,0,0,0,1,1,0,0,0,1,11,2,13
27-Nov-1899,48,33,0,0,0,0,0,0,0,0,0,0,11,2,13
28-Nov-1899,52,34,0,0,0,0,0,0,0,0,0,0,11,2,13
29-Nov-1899,47,34,0,0,0,0,0,0,0,0,0,0,11,2,13
30-Nov-1899,51,36,0,0,0,0,0,0,0,0,0,0,11,2,13
01-Dec-1899,46,33,0,0,0,0,0,0,0,0,0,0,11,2,13
02-Dec-1899,43,31,0,0,0,0,1,1,0,0,0,1,12,2,14
03-Dec-1899,38,29,0,0,0,0,1,1,0,0,0,1,13,2,15
04-Dec-1899,32,18,0,0,0,1,3,4,0,0,0,4,17,2,19
05-Dec-1899,25,12,0,0.5,1,1,4,5,1,1,2,7,22,4,26
06-Dec-1899,29,16,0,0,0,1,3,4,0,0,0,4,26,4,30
07-Dec-1899,39,16,0,0,0,0,3,3,0,0,0,3,29,4,33
08-Dec-1899,49,28,0,0,0,0,1,1,0,0,0,1,30,4,34
09-Dec-1899,45,26,0,0,0,0,1,1,0,0,0,1,31,4,35
10-Dec-1899,50,37,0,0,0,0,0,0,0,0,0,0,31,4,35
11-Dec-1899,58,46,0,0,0,0,0,0,0,0,0,0,31,4,35
12-Dec-1899,56,30,0,0,0,0,1,1,0,0,0,1,32,4,36
13-Dec-1899,34,21,0,0,0,0,2,2,0,0,0,2,34,4,38
14-Dec-1899,25,20,0,1.7,2,1,2,3,2,2,4,7,37,8,45
15-Dec-1899,27,12,0,2.5,5,1,4,5,3,4,7,12,42,15,57
16-Dec-1899,22,7,0,0,5,2,5,7,0,4,4,11,49,19,68
17-Dec-1899,33,14,0,0,4,0,4,4,0,4,4,8,53,23,76
18-Dec-1899,47,28,0,0,2,0,1,1,0,2,2,3,54,25,79
19-Dec-1899,49,26,0,0,0,0,1,1,0,0,0,1,55,25,80
20-Dec-1899,43,25,0,0,0,0,1,1,0,0,0,1,56,25,81
21-Dec-1899,48,29,0,0,0,0,1,1,0,0,0,1,57,25,82
22-Dec-1899,48,25,0,0,0,0,1,1,0,0,0,1,58,25,83
23-Dec-1899,37,27,0,0,0,0,1,1,0,0,0,1,59,25,84
24-Dec-1899,35,13,0,0.2,0,0,4,4,1,0,1,5,63,26,89
25-Dec-1899,19,9,0,0.5,1,3,5,8,1,1,2,10,71,28,99
26-Dec-1899,20,9,0,0,0,2,5,7,0,0,0,7,78,28,106
27-Dec-1899,20,9,0,0,0,2,5,7,0,0,0,7,85,28,113
28-Dec-1899,21,3,0,0.1,0,2,6,8,1,0,1,9,93,29,122
29-Dec-1899,14,0,0,0,0,4,6,10,0,0,0,10,103,29,132
30-Dec-1899,9,-7,0,0,0,5,8,13,0,0,0,13,116,29,145
31-Dec-1899,10,0,0,0,0,4,6,10,0,0,0,10,126,29,155
01-Jan-1900,18,-1,0,0,0,3,7,10,0,0,0,10,136,29,165
02-Jan-1900,26,15,0,0.8,1,1,3,4,1,1,2,6,140,31,171
03-Jan-1900,29,16,0,0,1,1,3,4,0,1,1,5,144,32,176
04-Jan-1900,33,15,0,0,1,0,3,3,0,1,1,4,147,33,180
05-Jan-1900,43,30,0,0,0,0,1,1,0,0,0,1,148,33,181
06-Jan-1900,35,21,0,0,0,0,2,2,0,0,0,2,150,33,183
07-Jan-1900,46,33,0,0,0,0,0,0,0,0,0,0,150,33,183
08-Jan-1900,38,22,0,0,0,0,2,2,0,0,0,2,152,33,185
09-Jan-1900,45,21,0,0,0,0,2,2,0,0,0,2,154,33,187
10-Jan-1900,44,21,0,0,0,0,2,2,0,0,0,2,156,33,189
11-Jan-1900,28,22,0,1.1,1,1,2,3,2,1,3,6,159,36,195
12-Jan-1900,30,22,0,0,1,1,2,3,0,1,1,4,162,37,199
13-Jan-1900,33,25,0,0.1,1,0,1,1,1,1,2,3,163,39,202
14-Jan-1900,36,30,0,0.5,1,0,1,1,1,1,2,3,164,41,205
15-Jan-1900,35,30,0,0.3,1,0,1,1,1,1,2,3,165,43,208
16-Jan-1900,35,29,0,0,1,0,1,1,0,1,1,2,166,44,210
17-Jan-1900,33,27,0,0,1,0,1,1,0,1,1,2,167,45,212
18-Jan-1900,45,30,0,0,0,0,1,1,0,0,0,1,168,45,213
19-Jan-1900,43,35,0,0,0,0,0,0,0,0,0,0,168,45,213
20-Jan-1900,41,36,0,0,0,0,0,0,0,0,0,0,168,45,213
21-Jan-1900,43,22,0,0,0,0,2,2,0,0,0,2,170,45,215
22-Jan-1900,50,27,0,0,0,0,1,1,0,0,0,1,171,45,216
23-Jan-1900,45,19,0,0,0,0,3,3,0,0,0,3,174,45,219
24-Jan-1900,50,18,0,0,0,0,3,3,0,0,0,3,177,45,222
25-Jan-1900,47,10,0,0.2,0,0,4,4,1,0,1,5,181,46,227
26-Jan-1900,16,7,0,0,0,3,5,8,0,0,0,8,189,46,235
27-Jan-1900,29,9,0,0,0,1,5,6,0,0,0,6,195,46,241
28-Jan-1900,33,0,0,0,0,0,6,6,0,0,0,6,201,46,247
29-Jan-1900,15,-2,0,0,0,3,7,10,0,0,0,10,211,46,257
30-Jan-1900,20,0,0,0.5,1,2,6,8,1,1,2,10,219,48,267
31-Jan-1900,12,-7,0,0.5,1,4,8,12,1,1,2,14,231,50,281
01-Feb-1900,9,-4,0,0,1,5,7,12,0,1,1,13,243,51,294
02-Feb-1900,7,-2,0,0.2,1,5,7,12,1,1,2,14,255,53,308
03-Feb-1900,28,5,0,0,1,1,5,6,0,1,1,7,261,54,315
04-Feb-1900,27,13,0,6.5,7,1,4,5,9,5,14,19,266,68,334
05-Feb-1900,25,-1,0,0,7,1,7,8,0,5,5,13,274,73,347
06-Feb-1900,34,24,0,0.8,8,0,2,2,1,5,6,8,276,79,355
07-Feb-1900,44,28,0,0,5,0,1,1,0,4,4,5,277,83,360
08-Feb-1900,63,29,0,0,0,0,1,1,0,0,0,1,278,83,361
09-Feb-1900,33,14,0,0.2,0,0,4,4,1,0,1,5,282,84,366
10-Feb-1900,37,14,0,0,0,0,4,4,0,0,0,4,286,84,370
11-Feb-1900,47,23,0,0,0,0,2,2,0,0,0,2,288,84,372
12-Feb-1900,43,29,0,0,0,0,1,1,0,0,0,1,289,84,373
13-Feb-1900,40,13,0,0.2,0,0,4,4,1,0,1,5,293,85,378
14-Feb-1900,24,11,0,0,0,2,4,6,0,0,0,6,299,85,384
15-Feb-1900,22,5,0,1.4,2,2,5,7,2,2,4,11,306,89,395
16-Feb-1900,16,-1,0,0,2,3,7,10,0,2,2,12,316,91,407
17-Feb-1900,15,-7,0,0,2,3,8,11,0,2,2,13,327,93,420
18-Feb-1900,21,7,0,0.2,2,2,5,7,1,2,3,10,334,96,430
19-Feb-1900,23,4,0,0,2,2,6,8,0,2,2,10,342,98,440
20-Feb-1900,32,6,0,0,1,1,5,6,0,1,1,7,348,99,447
21-Feb-1900,35,26,0,0.2,1,0,1,1,1,1,2,3,349,101,450
22-Feb-1900,33,24,0,0,1,0,2,2,0,1,1,3,351,102,453
23-Feb-1900,40,21,0,0,1,0,2,2,0,1,1,3,353,103,456
24-Feb-1900,34,-2,0,0.3,1,0,7,7,1,1,2,9,360,105,465
25-Feb-1900,16,-5,0,0.3,2,3,7,10,1,2,3,13,370,108,478
26-Feb-1900,10,-4,0,0,2,4,7,11,0,2,2,13,381,110,491
27-Feb-1900,18,-6,0,0,2,3,8,11,0,2,2,13,392,112,504
28-Feb-1900,22,18,0,10.5,12,2,3,5,14,7,21,26,397,133,530
01-Mar-1900,27,16,0,1,13,1,3,4,2,7,9,13,401,142,543
02-Mar-1900,33,5,0,0,13,0,5,5,0,7,7,12,406,149,555
03-Mar-1900,34,12,0,0,12,0,4,4,0,7,7,11,410,156,566
04-Mar-1900,30,11,0,2,14,1,4,5,3,7,10,15,415,166,581
05-Mar-1900,15,4,0,6,20,3,6,9,9,9,18,27,424,184,608
06-Mar-1900,45,12,0,0.3,16,0,4,4,1,8,9,13,428,193,621
07-Mar-1900,31,19,0,0,15,1,3,4,0,8,8,12,432,201,633
08-Mar-1900,38,6,0,0,12,0,5,5,0,7,7,12,437,208,645
09-Mar-1900,44,16,0,0,8,0,3,3,0,5,5,8,440,213,653
10-Mar-1900,37,24,0,0,7,0,2,2,0,5,5,7,442,218,660
11-Mar-1900,28,10,0,0,7,1,4,5,0,5,5,10,447,223,670
12-Mar-1900,23,0,0,0,7,2,6,8,0,5,5,13,455,228,683
13-Mar-1900,40,20,0,0,5,0,2,2,0,4,4,6,457,232,689
14-Mar-1900,28,13,0,0,5,1,4,5,0,4,4,9,462,236,698
15-Mar-1900,25,7,0,2,7,1,5,6,3,5,8,14,468,244,712
16-Mar-1900,22,-4,0,2,7,2,7,9,3,5,8,17,477,252,729
17-Mar-1900,12,-5,0,0,7,4,7,11,0,5,5,16,488,257,745
18-Mar-1900,41,11,0,2,4,0,4,4,3,4,7,11,492,264,756
19-Mar-1900,43,28,0,0,3,0,1,1,0,3,3,4,493,267,760
20-Mar-1900,28,22,0,0,3,1,2,3,0,3,3,6,496,270,766
21-Mar-1900,27,18,0,0,3,1,3,4,0,3,3,7,500,273,773
22-Mar-1900,46,23,0,0,1,0,2,2,0,1,1,3,502,274,776
23-Mar-1900,42,28,0,0,0,0,1,1,0,0,0,1,503,274,777
24-Mar-1900,32,20,0,0,0,1,2,3,0,0,0,3,506,274,780
25-Mar-1900,35,19,0,0,0,0,3,3,0,0,0,3,509,274,783
26-Mar-1900,32,26,0,1,0,1,1,2,2,0,2,4,511,276,787
27-Mar-1900,44,24,0,0,0,0,2,2,0,0,0,2,513,276,789
28-Mar-1900,38,21,0,0,0,0,2,2,0,0,0,2,515,276,791
29-Mar-1900,37,28,0,0,0,0,1,1,0,0,0,1,516,276,792
30-Mar-1900,40,30,0,0,0,0,1,1,0,0,0,1,517,276,793
31-Mar-1900,47,25,0,0,0,0,1,1,0,0,0,1,518,276,794
01-Apr-1900,55,29,0,0,0,0,1,1,0,0,0,1,519,276,795
02-Apr-1900,48,32,0,0,0,0,1,1,0,0,0,1,520,276,796
03-Apr-1900,55,28,0,0,0,0,1,1,0,0,0,1,521,276,797
04-Apr-1900,41,25,0,0,0,0,1,1,0,0,0,1,522,276,798
05-Apr-1900,60,29,0,0,0,0,1,1,0,0,0,1,523,276,799
06-Apr-1900,69,41,0,0,0,0,0,0,0,0,0,0,523,276,799
07-Apr-1900,73,47,0,0,0,0,0,0,0,0,0,0,523,276,799
08-Apr-1900,55,30,0,0,0,0,1,1,0,0,0,1,524,276,800
09-Apr-1900,39,26,0,0,0,0,1,1,0,0,0,1,525,276,801
10-Apr-1900,40,23,0,0,0,0,2,2,0,0,0,2,527,276,803
11-Apr-1900,38,22,0,2,2,0,2,2,3,2,5,7,529,281,810
12-Apr-1900,35,30,0,0,0,0,1,1,0,0,0,1,530,281,811
13-Apr-1900,38,28,0,0.2,0,0,1,1,1,0,1,2,531,282,813
14-Apr-1900,56,29,0,0,0,0,1,1,0,0,0,1,0,0,813
15-Apr-1900,65,38,0,0,0,0,0,0,0,0,0,0,0,0,813
16-Apr-1900,63,38,0,0,0,0,0,0,0,0,0,0,0,0,813
17-Apr-1900,59,45,0,0,0,0,0,0,0,0,0,0,0,0,813
18-Apr-1900,63,49,0,0,0,0,0,0,0,0,0,0,0,0,813
19-Apr-1900,71,38,0,0,0,0,0,0,0,0,0,0,0,0,813
20-Apr-1900,70,40,0,0,0,0,0,0,0,0,0,0,0,0,813
21-Apr-1900,57,49,0,0,0,0,0,0,0,0,0,0,0,0,813
22-Apr-1900,63,48,0,0,0,0,0,0,0,0,0,0,0,0,813
23-Apr-1900,71,48,0,0,0,0,0,0,0,0,0,0,0,0,813
24-Apr-1900,69,45,0,0,0,0,0,0,0,0,0,0,0,0,813
25-Apr-1900,66,41,0,0,0,0,0,0,0,0,0,0,0,0,813
26-Apr-1900,70,40,0,0,0,0,0,0,0,0,0,0,0,0,813
27-Apr-1900,73,40,0,0,0,0,0,0,0,0,0,0,0,0,813
28-Apr-1900,77,42,0,0,0,0,0,0,0,0,0,0,0,0,813
29-Apr-1900,81,51,0,0,0,0,0,0,0,0,0,0,0,0,813
30-Apr-1900,68,48,0,0,0,0,0,0,0,0,0,0,0,0,813
01-May-1900,65,39,0,0,0,0,0,0,0,0,0,0,0,0,813
02-May-1900,78,45,0,0,0,0,0,0,0,0,0,0,0,0,813
03-May-1900,49,34,0,0,0,0,0,0,0,0,0,0,0,0,813
04-May-1900,50,34,0,0,0,0,0,0,0,0,0,0,0,0,813
05-May-1900,61,29,0,0,0,0,1,1,0,0,0,1,0,0,813
06-May-1900,72,41,0,0,0,0,0,0,0,0,0,0,0,0,813
07-May-1900,73,36,0,0,0,0,0,0,0,0,0,0,0,0,813
08-May-1900,75,49,0,0,0,0,0,0,0,0,0,0,0,0,813
09-May-1900,55,41,0,0,0,0,0,0,0,0,0,0,0,0,813
10-May-1900,65,33,0,0,0,0,0,0,0,0,0,0,0,0,813
11-May-1900,70,50,0,0,0,0,0,0,0,0,0,0,0,0,813
12-May-1900,73,51,0,0,0,0,0,0,0,0,0,0,0,0,813
13-May-1900,85,61,0,0,0,0,0,0,0,0,0,0,0,0,813
14-May-1900,86,61,0,0,0,0,0,0,0,0,0,0,0,0,813
15-May-1900,87,66,0,0,0,0,0,0,0,0,0,0,0,0,813
16-May-1900,77,54,0,0,0,0,0,0,0,0,0,0,0,0,813
17-May-1900,78,52,0,0,0,0,0,0,0,0,0,0,0,0,813
18-May-1900,57,48,0,0,0,0,0,0,0,0,0,0,0,0,813
19-May-1900,66,45,0,0,0,0,0,0,0,0,0,0,0,0,813
20-May-1900,69,42,0,0,0,0,0,0,0,0,0,0,0,0,813
21-May-1900,71,40,0,0,0,0,0,0,0,0,0,0,0,0,813
22-May-1900,78,43,0,0,0,0,0,0,0,0,0,0,0,0,813
23-May-1900,81,47,0,0,0,0,0,0,0,0,0,0,0,0,813
24-May-1900,78,57,0,0,0,0,0,0,0,0,0,0,0,0,813
25-May-1900,82,55,0,0,0,0,0,0,0,0,0,0,0,0,813
26-May-1900,83,52,0,0,0,0,0,0,0,0,0,0,0,0,813
27-May-1900,71,57,0,0,0,0,0,0,0,0,0,0,0,0,813
28-May-1900,69,56,0,0,0,0,0,0,0,0,0,0,0,0,813
29-May-1900,70,57,0,0,0,0,0,0,0,0,0,0,0,0,813
30-May-1900,80,61,0,0,0,0,0,0,0,0,0,0,0,0,813
31-May-1900,81,60,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Jun-1900,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Jun-1900,69,52,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jun-1900,70,46,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jun-1900,75,46,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Jun-1900,79,50,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Jun-1900,80,56,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Jun-1900,83,66,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Jun-1900,77,56,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jun-1900,71,45,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jun-1900,83,51,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jun-1900,76,59,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Jun-1900,72,49,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Jun-1900,82,48,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Jun-1900,72,59,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jun-1900,75,51,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-1900,77,52,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jun-1900,80,50,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jun-1900,77,50,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jun-1900,79,49,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jun-1900,82,48,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Jun-1900,83,56,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jun-1900,72,61,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-1900,80,59,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jun-1900,86,51,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jun-1900,90,63,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Jun-1900,87,64,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Jun-1900,88,66,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Jun-1900,86,65,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Jun-1900,77,56,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-1900,73,45,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Jul-1900,80,52,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Jul-1900,80,55,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-1900,88,67,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jul-1900,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Jul-1900,95,76,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Jul-1900,93,72,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Jul-1900,85,64,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Jul-1900,72,59,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jul-1900,75,53,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jul-1900,79,47,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jul-1900,85,58,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Jul-1900,77,48,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Jul-1900,83,52,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Jul-1900,91,58,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jul-1900,94,69,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jul-1900,87,68,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jul-1900,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul-1900,82,57,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jul-1900,90,61,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul-1900,87,62,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Jul-1900,81,57,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jul-1900,85,52,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jul-1900,90,61,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jul-1900,81,65,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jul-1900,80,64,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Jul-1900,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Jul-1900,79,47,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Jul-1900,84,51,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Jul-1900,81,61,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul-1900,83,60,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Jul-1900,89,60,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Aug-1900,81,52,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Aug-1900,78,57,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Aug-1900,83,55,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Aug-1900,86,56,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Aug-1900,98,66,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Aug-1900,96,71,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Aug-1900,95,70,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Aug-1900,95,72,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Aug-1900,95,70,0,0,0,0,0,0,0,0,0,0,0,0,0
